case,config,organ_id,organ,dice,gt_voxels,sec
s0355,B,10,lung_upper_lobe_left,0.9916,58836,59.2
s0355,B,11,lung_lower_lobe_left,0.9896,173001,59.2
s0355,B,13,lung_middle_lobe_right,0.9927,82912,59.2
s0355,B,14,lung_lower_lobe_right,0.9945,196293,59.2
s0355,B,15,esophagus,0.9431,2713,59.2
s0355,B,18,small_bowel,0.9231,321705,59.2
s0355,B,19,duodenum,0.9214,12962,59.2
s0355,B,20,colon,0.9322,223004,59.2
s0355,B,21,urinary_bladder,0.9706,32716,59.2
s0355,B,22,prostate,0.9042,6232,59.2
s0052,B,1,spleen,0.9925,104142,40.1
s0052,B,2,kidney_right,0.9572,42256,40.1
s0052,B,3,kidney_left,0.9909,44273,40.1
s0052,B,4,gallbladder,0.9635,13558,40.1
s0052,B,5,liver,0.9928,427443,40.1
s0052,B,6,stomach,0.9752,66210,40.1
s0052,B,7,pancreas,0.9608,27209,40.1
s0052,B,8,adrenal_gland_right,0.9387,1086,40.1
s0052,B,9,adrenal_gland_left,0.9396,1309,40.1
s0052,B,10,lung_upper_lobe_left,0.9558,600,40.1
s0052,B,11,lung_lower_lobe_left,0.9958,139281,40.1
s0052,B,13,lung_middle_lobe_right,0.9852,15296,40.1
s0052,B,14,lung_lower_lobe_right,0.9963,166190,40.1
s0052,B,15,esophagus,0.9476,3344,40.1
s0052,B,18,small_bowel,0.8835,314786,40.1
s0052,B,19,duodenum,0.9132,21324,40.1
s0052,B,20,colon,0.9031,198599,40.1
s0052,B,21,urinary_bladder,0.7854,28972,40.1
s0052,B,22,prostate,0.8843,12056,40.1
s0052,B,24,kidney_cyst_right,0.7967,11828,40.1
s0243,B,1,spleen,0.9743,62311,40.2
s0243,B,2,kidney_right,0.9870,47173,40.2
s0243,B,3,kidney_left,0.9889,46312,40.2
s0243,B,4,gallbladder,0.8820,1705,40.2
s0243,B,5,liver,0.9872,505397,40.2
s0243,B,6,stomach,0.9760,79532,40.2
s0243,B,7,pancreas,0.9191,19650,40.2
s0243,B,8,adrenal_gland_right,0.9141,1087,40.2
s0243,B,9,adrenal_gland_left,0.9131,823,40.2
s0243,B,10,lung_upper_lobe_left,0.9864,15130,40.2
s0243,B,11,lung_lower_lobe_left,0.9924,165602,40.2
s0243,B,13,lung_middle_lobe_right,0.9855,19366,40.2
s0243,B,14,lung_lower_lobe_right,0.9956,156714,40.2
s0243,B,15,esophagus,0.9595,3053,40.2
s0243,B,18,small_bowel,0.9267,215148,40.2
s0243,B,19,duodenum,0.8357,12020,40.2
s0243,B,20,colon,0.8891,103428,40.2
s0243,B,21,urinary_bladder,0.9655,81234,40.2
s0243,B,22,prostate,0.8303,8768,40.2
s0108,B,1,spleen,0.9939,145124,50.6
s0108,B,2,kidney_right,0.9889,60286,50.6
s0108,B,3,kidney_left,0.9875,66251,50.6
s0108,B,4,gallbladder,0.9727,6254,50.6
s0108,B,5,liver,0.9916,498108,50.6
s0108,B,6,stomach,0.9841,118892,50.6
s0108,B,7,pancreas,0.9533,31059,50.6
s0108,B,8,adrenal_gland_right,0.9249,985,50.6
s0108,B,9,adrenal_gland_left,0.9260,1473,50.6
s0108,B,10,lung_upper_lobe_left,0.9865,27552,50.6
s0108,B,11,lung_lower_lobe_left,0.9957,225655,50.6
s0108,B,13,lung_middle_lobe_right,0.9905,37125,50.6
s0108,B,14,lung_lower_lobe_right,0.9969,232482,50.6
s0108,B,15,esophagus,0.9398,1673,50.6
s0108,B,18,small_bowel,0.9657,400628,50.6
s0108,B,19,duodenum,0.9393,14196,50.6
s0108,B,20,colon,0.9654,210574,50.6
s0108,B,21,urinary_bladder,0.9694,41130,50.6
s0108,B,22,prostate,0.9083,6714,50.6
s0086,B,1,spleen,0.9787,58546,117.3
s0086,B,2,kidney_right,0.9808,40126,117.3
s0086,B,3,kidney_left,0.9789,39759,117.3
s0086,B,4,gallbladder,0.9602,4983,117.3
s0086,B,5,liver,0.9865,350397,117.3
s0086,B,6,stomach,0.9723,39878,117.3
s0086,B,7,pancreas,0.9228,26439,117.3
s0086,B,8,adrenal_gland_right,0.8847,1433,117.3
s0086,B,9,adrenal_gland_left,0.8575,1441,117.3
s0086,B,10,lung_upper_lobe_left,0.9521,331541,117.3
s0086,B,11,lung_lower_lobe_left,0.9451,318440,117.3
s0086,B,12,lung_upper_lobe_right,0.9490,267931,117.3
s0086,B,13,lung_middle_lobe_right,0.9395,170934,117.3
s0086,B,14,lung_lower_lobe_right,0.9491,327838,117.3
s0086,B,15,esophagus,0.9208,9085,117.3
s0086,B,16,trachea,0.9618,12667,117.3
s0086,B,17,thyroid_gland,0.8833,5774,117.3
s0086,B,18,small_bowel,0.9163,230368,117.3
s0086,B,19,duodenum,0.9292,17622,117.3
s0086,B,20,colon,0.9040,148282,117.3
s0086,B,21,urinary_bladder,0.9631,17566,117.3
s0086,B,22,prostate,0.7559,7335,117.3
s0107,B,1,spleen,0.9886,47149,58.0
s0107,B,2,kidney_right,0.9852,47038,58.0
s0107,B,3,kidney_left,0.9724,47742,58.0
s0107,B,4,gallbladder,0.8937,7825,58.0
s0107,B,5,liver,0.9915,418269,58.0
s0107,B,6,stomach,0.9765,44248,58.0
s0107,B,7,pancreas,0.8484,11453,58.0
s0107,B,8,adrenal_gland_right,0.9508,1699,58.0
s0107,B,9,adrenal_gland_left,0.9291,2129,58.0
s0107,B,10,lung_upper_lobe_left,0.9810,36696,58.0
s0107,B,11,lung_lower_lobe_left,0.9881,162413,58.0
s0107,B,12,lung_upper_lobe_right,0.7845,186,58.0
s0107,B,13,lung_middle_lobe_right,0.9904,85911,58.0
s0107,B,14,lung_lower_lobe_right,0.9890,173849,58.0
s0107,B,15,esophagus,0.9596,4240,58.0
s0107,B,18,small_bowel,0.9026,405672,58.0
s0107,B,19,duodenum,0.7712,16796,58.0
s0107,B,20,colon,0.8816,223114,58.0
s0107,B,21,urinary_bladder,0.9597,175137,58.0
s0304,B,1,spleen,0.9872,48909,33.5
s0304,B,2,kidney_right,0.9838,49626,33.5
s0304,B,3,kidney_left,0.9663,55120,33.5
s0304,B,5,liver,0.9920,330170,33.5
s0304,B,6,stomach,0.9762,92203,33.5
s0304,B,7,pancreas,0.9611,32705,33.5
s0304,B,8,adrenal_gland_right,0.9264,790,33.5
s0304,B,9,adrenal_gland_left,0.9226,1052,33.5
s0304,B,10,lung_upper_lobe_left,0.6385,226,33.5
s0304,B,11,lung_lower_lobe_left,0.9792,81613,33.5
s0304,B,14,lung_lower_lobe_right,0.9734,77601,33.5
s0304,B,15,esophagus,0.5666,902,33.5
s0304,B,18,small_bowel,0.9505,331408,33.5
s0304,B,19,duodenum,0.9292,26736,33.5
s0304,B,20,colon,0.9642,392000,33.5
s0304,B,21,urinary_bladder,0.9647,81364,33.5
s0304,B,22,prostate,0.7836,4758,33.5
s0344,B,1,spleen,0.9750,73984,67.4
s0344,B,2,kidney_right,0.9768,52116,67.4
s0344,B,3,kidney_left,0.9698,50298,67.4
s0344,B,4,gallbladder,0.8417,5990,67.4
s0344,B,5,liver,0.9830,467629,67.4
s0344,B,6,stomach,0.9711,115260,67.4
s0344,B,7,pancreas,0.8401,19076,67.4
s0344,B,8,adrenal_gland_right,0.8469,1142,67.4
s0344,B,9,adrenal_gland_left,0.8384,1098,67.4
s0344,B,10,lung_upper_lobe_left,0.9956,352142,67.4
s0344,B,11,lung_lower_lobe_left,0.9934,251136,67.4
s0344,B,12,lung_upper_lobe_right,0.9819,305176,67.4
s0344,B,13,lung_middle_lobe_right,0.9505,99099,67.4
s0344,B,14,lung_lower_lobe_right,0.9867,214609,67.4
s0344,B,15,esophagus,0.9412,9299,67.4
s0344,B,16,trachea,0.9677,9643,67.4
s0344,B,17,thyroid_gland,0.9352,4638,67.4
s0344,B,18,small_bowel,0.9417,269813,67.4
s0344,B,19,duodenum,0.8664,20809,67.4
s0344,B,20,colon,0.9341,331508,67.4
s0344,B,21,urinary_bladder,0.9598,67364,67.4
s0344,B,22,prostate,0.9054,7458,67.4
s0262,B,1,spleen,0.9289,49493,20.7
s0262,B,2,kidney_right,0.9793,20143,20.7
s0262,B,3,kidney_left,0.9512,3614,20.7
s0262,B,4,gallbladder,0.9094,14834,20.7
s0262,B,5,liver,0.9828,595041,20.7
s0262,B,6,stomach,0.9737,236108,20.7
s0262,B,7,pancreas,0.8576,7276,20.7
s0262,B,8,adrenal_gland_right,0.8749,1115,20.7
s0262,B,9,adrenal_gland_left,0.9123,1543,20.7
s0262,B,10,lung_upper_lobe_left,0.9699,10181,20.7
s0262,B,11,lung_lower_lobe_left,0.9910,93098,20.7
s0262,B,12,lung_upper_lobe_right,0.0000,7,20.7
s0262,B,13,lung_middle_lobe_right,0.9787,16872,20.7
s0262,B,14,lung_lower_lobe_right,0.9914,94547,20.7
s0262,B,15,esophagus,0.9561,1871,20.7
s0262,B,18,small_bowel,0.8669,2863,20.7
s0262,B,19,duodenum,0.5104,443,20.7
s0262,B,20,colon,0.7679,848,20.7
s0012,B,1,spleen,0.9863,50115,27.2
s0012,B,2,kidney_right,0.9833,43416,27.2
s0012,B,3,kidney_left,0.9871,55135,27.2
s0012,B,5,liver,0.9818,620448,27.2
s0012,B,6,stomach,0.9112,63997,27.2
s0012,B,7,pancreas,0.8966,5230,27.2
s0012,B,8,adrenal_gland_right,0.8932,783,27.2
s0012,B,9,adrenal_gland_left,0.9364,1296,27.2
s0012,B,10,lung_upper_lobe_left,0.9298,52291,27.2
s0012,B,11,lung_lower_lobe_left,0.9773,212367,27.2
s0012,B,12,lung_upper_lobe_right,0.8855,964,27.2
s0012,B,13,lung_middle_lobe_right,0.9889,75673,27.2
s0012,B,14,lung_lower_lobe_right,0.9936,163189,27.2
s0012,B,15,esophagus,0.9534,4190,27.2
s0012,B,18,small_bowel,0.9089,263673,27.2
s0012,B,19,duodenum,0.5340,370,27.2
s0012,B,20,colon,0.9489,357501,27.2
s0012,B,21,urinary_bladder,0.8387,27842,27.2
s0245,B,1,spleen,0.9873,95164,16.8
s0245,B,2,kidney_right,0.9243,11731,16.8
s0245,B,3,kidney_left,0.8463,7608,16.8
s0245,B,5,liver,0.9898,341514,16.8
s0245,B,6,stomach,0.9788,88758,16.8
s0245,B,7,pancreas,0.9499,14783,16.8
s0245,B,8,adrenal_gland_right,0.9298,912,16.8
s0245,B,9,adrenal_gland_left,0.9139,453,16.8
s0245,B,10,lung_upper_lobe_left,0.9459,35413,16.8
s0245,B,11,lung_lower_lobe_left,0.9766,91547,16.8
s0245,B,12,lung_upper_lobe_right,0.2937,122,16.8
s0245,B,13,lung_middle_lobe_right,0.9919,91707,16.8
s0245,B,14,lung_lower_lobe_right,0.9969,289797,16.8
s0245,B,15,esophagus,0.9509,4420,16.8
s0245,B,18,small_bowel,0.8977,64658,16.8
s0245,B,19,duodenum,0.8967,6452,16.8
s0245,B,20,colon,0.9521,88602,16.8
s0245,B,22,prostate,0.0000,1217,16.8
s0314,B,1,spleen,0.9703,52516,62.3
s0314,B,2,kidney_right,0.9333,25691,62.3
s0314,B,3,kidney_left,0.9496,20409,62.3
s0314,B,4,gallbladder,0.8973,6141,62.3
s0314,B,5,liver,0.9776,332208,62.3
s0314,B,6,stomach,0.9453,126284,62.3
s0314,B,7,pancreas,0.8790,17565,62.3
s0314,B,8,adrenal_gland_right,0.8486,404,62.3
s0314,B,9,adrenal_gland_left,0.6031,992,62.3
s0314,B,10,lung_upper_lobe_left,0.9766,8057,62.3
s0314,B,11,lung_lower_lobe_left,0.9849,60343,62.3
s0314,B,13,lung_middle_lobe_right,0.9817,29121,62.3
s0314,B,14,lung_lower_lobe_right,0.9936,194425,62.3
s0314,B,15,esophagus,0.8396,2154,62.3
s0314,B,18,small_bowel,0.6494,147830,62.3
s0314,B,19,duodenum,0.8525,10184,62.3
s0314,B,20,colon,0.7949,109650,62.3
s0314,B,21,urinary_bladder,0.6957,24033,62.3
s0314,B,22,prostate,0.4795,1657,62.3
s0242,B,1,spleen,0.9878,62175,31.9
s0242,B,2,kidney_right,0.9821,41111,31.9
s0242,B,3,kidney_left,0.9475,29902,31.9
s0242,B,4,gallbladder,0.9230,887,31.9
s0242,B,5,liver,0.9922,303013,31.9
s0242,B,6,stomach,0.9763,124077,31.9
s0242,B,7,pancreas,0.9566,21356,31.9
s0242,B,8,adrenal_gland_right,0.5823,30,31.9
s0242,B,9,adrenal_gland_left,0.8734,219,31.9
s0242,B,10,lung_upper_lobe_left,0.0732,4,31.9
s0242,B,11,lung_lower_lobe_left,0.6000,151,31.9
s0242,B,13,lung_middle_lobe_right,0.8834,76,31.9
s0242,B,18,small_bowel,0.9222,318212,31.9
s0242,B,19,duodenum,0.9062,15632,31.9
s0242,B,20,colon,0.9324,282931,31.9
s0242,B,21,urinary_bladder,0.9681,74004,31.9
s0147,B,1,spleen,0.9879,117542,47.5
s0147,B,2,kidney_right,0.9870,51390,47.5
s0147,B,3,kidney_left,0.9641,51694,47.5
s0147,B,4,gallbladder,0.9512,1901,47.5
s0147,B,5,liver,0.9939,580632,47.5
s0147,B,6,stomach,0.9842,125706,47.5
s0147,B,7,pancreas,0.9477,35593,47.5
s0147,B,8,adrenal_gland_right,0.9527,1718,47.5
s0147,B,9,adrenal_gland_left,0.9433,1348,47.5
s0147,B,10,lung_upper_lobe_left,0.9571,14813,47.5
s0147,B,11,lung_lower_lobe_left,0.9864,126400,47.5
s0147,B,12,lung_upper_lobe_right,0.0000,3,47.5
s0147,B,13,lung_middle_lobe_right,0.9698,21024,47.5
s0147,B,14,lung_lower_lobe_right,0.9888,133152,47.5
s0147,B,15,esophagus,0.9484,4247,47.5
s0147,B,18,small_bowel,0.9400,350667,47.5
s0147,B,19,duodenum,0.9347,22016,47.5
s0147,B,20,colon,0.9525,201485,47.5
s0147,B,21,urinary_bladder,0.9620,51065,47.5
s0147,B,22,prostate,0.8268,11788,47.5
s0147,B,23,kidney_cyst_left,0.9145,33970,47.5
s0062,B,2,kidney_right,0.8445,5117,39.4
s0062,B,3,kidney_left,0.9666,7547,39.4
s0062,B,5,liver,0.8678,369,39.4
s0062,B,18,small_bowel,0.9088,222242,39.4
s0062,B,19,duodenum,0.8438,6198,39.4
s0062,B,20,colon,0.8609,93555,39.4
s0062,B,21,urinary_bladder,0.9370,39389,39.4
s0062,B,22,prostate,0.8111,8508,39.4
s0221,B,2,kidney_right,0.8980,21936,7.1
s0221,B,3,kidney_left,0.9059,29957,7.1
s0221,B,5,liver,0.9606,113123,7.1
s0221,B,6,stomach,0.8309,17199,7.1
s0221,B,7,pancreas,0.3547,1794,7.1
s0221,B,8,adrenal_gland_right,0.7179,351,7.1
s0221,B,9,adrenal_gland_left,0.5385,226,7.1
s0221,B,14,lung_lower_lobe_right,0.0000,8,7.1
s0221,B,18,small_bowel,0.8642,69189,7.1
s0221,B,20,colon,0.8953,35678,7.1
